%
% Comments go after a '%' sign.
%
%
% Relation: selected_fe150
%
%
% Attributes: 151     Instances: 148
%
%

@relation selected_fe150

@attribute 'Time' numeric
@attribute 'avg t001' numeric
@attribute 'avg t003' numeric
@attribute 'avg t004' numeric
@attribute 'avg t005' numeric
@attribute 'time (s) Activity1' numeric
@attribute 'time (s) Activity2' numeric
@attribute 'time (s) Activity3' numeric
@attribute 'time (s) Activity8' numeric
@attribute 'time (s) Activity9' numeric
@attribute 'time (s) Activity12' numeric
@attribute 'time (s) Activity13' numeric
@attribute 'time (s) Activity14' numeric
@attribute 'time (s) Activity15' numeric
@attribute 'n m001' numeric
@attribute 'n m002' numeric
@attribute 'n m003' numeric
@attribute 'n m004' numeric
@attribute 'n m005' numeric
@attribute 'n m006' numeric
@attribute 'n m007' numeric
@attribute 'n m008' numeric
@attribute 'n m010' numeric
@attribute 'n m012' numeric
@attribute 'n m013' numeric
@attribute 'n m014' numeric
@attribute 'n m015' numeric
@attribute 'n m016' numeric
@attribute 'n m017' numeric
@attribute 'n m018' numeric
@attribute 'n m020' numeric
@attribute 'n m021' numeric
@attribute 'n m022' numeric
@attribute 'n m023' numeric
@attribute 'n m024' numeric
@attribute 'n m025' numeric
@attribute 'n m027' numeric
@attribute 'n m031' numeric
@attribute 'n m032' numeric
@attribute 'n m033' numeric
@attribute 'n m034' numeric
@attribute 'n m035' numeric
@attribute 'n m038' numeric
@attribute 'n m039' numeric
@attribute 'n m040' numeric
@attribute 'n m042' numeric
@attribute 'n m047' numeric
@attribute 'n m048' numeric
@attribute 'n m049' numeric
@attribute 'n m051' numeric
@attribute 'n d001' numeric
@attribute 'n d002' numeric
@attribute 'n d005' numeric
@attribute 'n d008' numeric
@attribute 'n d009' numeric
@attribute 'n d012' numeric
@attribute 'n d014' numeric
@attribute 'n d015' numeric
@attribute 'n Task1' numeric
@attribute 'n Task2' numeric
@attribute 'n Task5' numeric
@attribute 'n Task7' numeric
@attribute 'n Task8' numeric
@attribute 'n Task9' numeric
@attribute 'n Task11' numeric
@attribute 'n Action6' numeric
@attribute 'n Action7' numeric
@attribute 'n Action8' numeric
@attribute 'n Action9' numeric
@attribute 'n Action10' numeric
@attribute 'n Action11' numeric
@attribute 'n paz1' numeric
@attribute 'n paz2' numeric
@attribute 'n paz3' numeric
@attribute 'n paz7' numeric
@attribute 'n paz8' numeric
@attribute 'n paz9' numeric
@attribute 'n paz11' numeric
@attribute 'n paz21' numeric
@attribute 'n paz33' numeric
@attribute 'n paz34' numeric
@attribute 'n paz35' numeric
@attribute 'n paz39' numeric
@attribute 'n paz43' numeric
@attribute 'n paz45' numeric
@attribute 'n paz58' numeric
@attribute 'n paz62' numeric
@attribute 'n paz66' numeric
@attribute 'n paz70' numeric
@attribute 'n paz71' numeric
@attribute 'n paz74' numeric
@attribute 'n paz75' numeric
@attribute 'n paz78' numeric
@attribute 'n paz79' numeric
@attribute 'n paz82' numeric
@attribute 'n paz86' numeric
@attribute 'n paz88' numeric
@attribute 'n paz89' numeric
@attribute 'n paz91' numeric
@attribute 'n paz99' numeric
@attribute 'n paz100' numeric
@attribute 'n paz101' numeric
@attribute 'n paz102' numeric
@attribute 'n paz103' numeric
@attribute 'n paz105' numeric
@attribute 'n paz111' numeric
@attribute 'n paz112' numeric
@attribute 'n paz116' numeric
@attribute 'n paz117' numeric
@attribute 'n paz118' numeric
@attribute 'n paz122' numeric
@attribute 'n paz128' numeric
@attribute 'n paz130' numeric
@attribute 'n paz132' numeric
@attribute 'n paz135' numeric
@attribute 'n paz136' numeric
@attribute 'n paz140' numeric
@attribute 'n paz147' numeric
@attribute 'n paz150' numeric
@attribute 'n paz156' numeric
@attribute 'n paz159' numeric
@attribute 'n paz166' numeric
@attribute 'n paz170' numeric
@attribute 'n paz175' numeric
@attribute 'n paz178' numeric
@attribute 'n paz181' numeric
@attribute 'n paz188' numeric
@attribute 'n paz191' numeric
@attribute 'n paz203' numeric
@attribute 'n paz204' numeric
@attribute 'n paz205' numeric
@attribute 'n paz208' numeric
@attribute 'n paz210' numeric
@attribute 'n paz211' numeric
@attribute 'n paz216' numeric
@attribute 'n paz217' numeric
@attribute 'n paz218' numeric
@attribute 'n paz220' numeric
@attribute 'n paz221' numeric
@attribute 'n paz235' numeric
@attribute 'n paz249' numeric
@attribute 'n paz250' numeric
@attribute 'n paz251' numeric
@attribute 'n paz254' numeric
@attribute 'n paz255' numeric
@attribute 'n paz257' numeric
@attribute 'n paz259' numeric
@attribute 'n paz268' numeric
@attribute 'n paz274' numeric
@attribute 'act Consumption' numeric
@attribute 'avg Consumption' {'down','up'}

@data
670,26.705882352941178,26.64516129032258,26.425925925925927,23.176470588235293,308,161,138,31,132,350,145,559,115,104,218,16,2,16,46,196,168,146,16,304,122,148,180,341,94,0,64,50,92,50,106,30,0,0,0,0,0,18,12,10,36,0,0,0,24,2,0,4,0,0,9,0,0,20,17,13,23,1,3,1,8,20,8,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900.795634920635,'up'
930,22.26923076923077,24.5,21.5,24.38888888888889,352,288,324,30,53,283,180,385,198,100,124,16,4,10,30,164,137,78,8,467,115,128,136,256,104,0,48,56,100,34,68,22,0,0,0,0,0,68,14,12,38,0,0,0,34,0,0,4,0,8,2,2,4,19,33,52,23,1,2,1,5,44,2,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2389.965730337078,'down'
690,23.571428571428573,21.27027027027027,22.142857142857142,23.68918918918919,168,284,442,129,116,359,300,429,169,141,87,14,0,16,72,204,173,19,0,263,225,185,200,438,136,15,92,79,144,58,103,40,0,0,0,0,0,41,37,12,49,106,170,69,36,0,0,0,2,20,20,0,0,28,43,49,14,9,20,1,21,44,8,19,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2546.153333333333,'up'
690,23.0,23.5,23.0,22.625,321,342,336,83,118,216,142,674,98,70,126,26,2,6,68,186,142,38,20,334,108,96,106,252,106,0,50,48,80,40,60,25,0,0,0,0,0,10,4,4,32,0,0,0,30,1,0,2,0,10,7,2,2,24,22,43,13,7,12,3,8,29,13,23,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2162.205263157895,'down'
990,21.743589743589745,22.90909090909091,20.0,23.25862068965517,534,431,31,112,168,130,531,403,177,77,120,18,0,37,102,194,146,24,13,258,191,100,133,272,49,6,26,20,65,20,143,15,0,0,0,0,0,0,0,0,14,0,0,0,16,0,0,0,0,13,7,0,0,18,30,58,17,11,6,0,1,24,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2350.5609318996417,'up'
930,26.166666666666668,27.0,27.4,25.38888888888889,202,171,142,52,104,125,267,321,98,142,134,30,6,0,46,228,236,72,12,394,152,162,178,302,100,0,90,68,130,86,98,52,0,0,0,0,0,0,0,0,54,0,0,0,40,4,2,0,0,12,12,0,0,19,33,34,19,10,5,1,15,32,12,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1841.4266304347825,'down'
930,22.78846153846154,24.05,21.75,23.5,304,140,256,160,200,66,217,279,23,146,124,16,2,2,14,224,196,147,14,387,216,194,206,312,144,0,72,60,130,60,174,52,0,0,0,0,0,24,14,16,68,0,0,0,58,0,0,6,2,16,7,0,0,26,47,41,27,3,6,2,3,36,8,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2703.882862903225,'down'
710,20.96153846153846,23.91176470588235,21.5,22.416666666666668,190,118,221,117,33,153,418,362,69,130,42,4,2,4,98,180,174,44,6,250,153,144,148,322,82,0,48,50,118,40,64,24,0,0,0,0,0,16,20,10,36,0,0,0,34,6,0,4,0,14,7,0,0,18,20,28,12,15,2,1,1,15,21,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2311.7771784232364,'up'
990,21.0,21.0,25.75,25.25,338,158,241,56,51,248,158,457,41,108,50,16,2,20,64,122,122,20,6,402,150,132,159,330,84,0,62,50,92,46,74,36,0,0,0,0,0,0,0,0,36,0,0,0,32,2,0,0,0,12,13,0,0,19,22,18,16,11,2,0,9,15,19,16,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1733.525,'up'
690,19.76923076923077,17.75,20.25,21.0,322,206,286,57,112,170,178,314,81,107,40,6,2,4,70,120,141,6,4,518,174,128,166,309,120,0,74,72,107,72,114,52,44,26,0,0,14,16,6,10,62,0,0,0,30,6,0,2,2,28,7,0,2,17,20,16,15,14,2,0,9,13,19,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1348.9936434108529,'down'
660,19.76923076923077,17.75,20.25,21.0,283,246,236,171,120,165,245,529,83,142,68,14,4,10,56,197,153,106,84,589,187,152,184,422,168,0,106,102,144,70,122,42,0,0,0,10,14,19,14,10,52,20,4,4,64,2,0,1,0,0,3,0,2,17,45,20,0,8,2,0,19,23,10,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2920.924349881797,'down'
715,19.76923076923077,17.75,20.25,21.0,178,172,345,118,80,158,153,403,60,93,48,12,0,2,72,147,116,80,6,270,116,126,139,269,82,0,74,54,103,62,92,42,0,0,0,0,0,40,12,12,53,0,0,0,34,0,0,6,0,0,8,0,0,25,44,29,10,1,5,0,9,35,2,17,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2611.0714285714284,'down'
930,19.76923076923077,17.75,20.25,21.0,490,149,297,127,34,235,259,434,82,91,36,12,6,2,60,119,111,78,16,542,134,78,124,258,96,0,54,48,81,44,120,38,0,0,0,0,0,22,8,8,58,0,0,0,36,0,0,4,0,0,6,0,0,16,27,26,40,3,4,0,11,21,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2894.934812286689,'down'
690,24.454545454545453,23.05555555555556,22.9,24.79069767441861,179,181,173,52,45,182,172,485,86,128,80,6,2,2,78,190,148,34,4,408,176,124,164,312,156,2,86,66,118,54,136,44,0,0,0,0,0,0,0,0,42,0,0,0,30,1,0,0,0,12,9,0,0,17,13,17,1,0,4,0,3,19,7,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1839.5434782608693,'down'
690,19.25,19.61111111111111,19.25,21.657894736842103,474,191,471,130,141,327,329,509,147,102,106,18,6,4,108,226,176,32,6,276,258,108,144,350,114,0,64,52,92,48,126,32,0,0,0,0,0,4,0,0,56,0,0,0,36,6,0,0,0,12,12,0,0,19,38,58,30,1,1,1,18,15,11,17,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1570.156976744186,'up'
685,19.25,19.61111111111111,19.25,21.657894736842103,398,182,568,106,93,181,345,479,195,116,52,18,2,4,90,166,138,16,6,425,206,158,184,384,122,2,86,58,126,64,104,40,0,0,0,0,0,22,10,14,46,0,0,0,56,2,0,4,0,0,15,0,0,21,22,26,23,1,7,2,9,24,8,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2367.7526946107787,'down'
690,17.071428571428573,18.33333333333333,17.5,20.727272727272727,133,274,338,164,75,572,202,390,144,86,76,2,0,0,34,106,116,6,2,565,130,126,150,296,78,0,54,62,94,42,104,28,0,0,0,0,0,6,4,4,40,0,0,0,36,0,0,3,0,6,4,8,6,21,32,14,1,8,5,0,11,26,10,20,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303.5109120521174,'down'
990,23.5,24.205128205128204,24.67948717948718,25.71794871794872,298,154,218,82,107,247,213,379,110,110,67,12,5,3,70,140,141,29,6,264,211,136,180,317,84,0,64,72,93,50,96,36,0,0,0,0,0,4,4,4,43,0,0,0,24,0,0,0,0,0,0,0,0,17,20,25,16,1,6,5,14,21,9,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1358.5371134020616,'down'
900,23.95833333333333,19.0,18.5,23.444444444444443,151,172,205,95,41,212,280,550,14,84,68,4,0,2,16,110,114,8,4,294,115,83,114,245,70,0,46,52,84,34,62,28,0,0,0,0,0,20,16,12,32,0,0,0,26,0,0,5,0,5,2,0,0,15,19,12,17,2,5,2,12,16,11,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3406.6120454545458,'down'
990,22.15,24.0,22.25,26.25,545,265,473,240,54,318,253,716,86,86,40,22,4,16,70,150,118,40,20,458,196,128,154,332,122,0,32,40,87,22,118,22,0,0,0,0,0,14,5,5,32,0,0,0,36,0,0,3,0,8,8,0,0,18,40,40,39,6,2,1,6,15,14,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2234.810288065844,'down'
985,22.15,24.0,22.25,26.25,191,231,464,56,131,408,281,738,243,70,90,4,0,6,34,116,118,60,6,291,150,151,182,260,88,10,42,20,61,46,140,26,0,0,0,0,0,0,0,0,28,0,0,0,32,4,0,0,0,0,7,0,0,25,28,10,2,1,2,1,15,20,3,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1833.3065693430656,'up'
990,22.605263157894736,22.52857142857143,22.5,24.928571428571427,239,278,399,117,106,349,216,514,153,117,78,10,2,19,50,163,130,6,0,373,205,116,137,254,99,0,71,77,117,50,94,27,0,0,0,0,0,0,0,0,33,0,0,0,46,0,0,0,0,20,11,0,0,21,34,28,12,17,5,1,29,17,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436.3312056737589,'up'
690,26.38888888888889,25.75,26.75,24.147058823529413,246,139,238,83,60,133,124,408,90,124,32,12,2,2,32,138,150,28,10,382,158,126,156,324,144,0,100,70,119,82,98,66,2,0,0,0,0,34,20,18,62,0,0,0,42,7,0,8,0,16,11,0,0,18,22,35,13,6,10,3,4,29,13,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1961.888655462185,'down'
965,26.38888888888889,25.75,26.75,24.147058823529413,225,175,372,65,54,486,221,541,134,98,28,12,2,4,30,140,120,60,10,516,128,150,230,262,90,2,58,52,80,46,116,28,0,0,0,0,0,0,0,0,22,0,0,0,34,0,0,0,0,0,10,0,0,23,22,26,10,1,9,3,9,34,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2688.230293159609,'down'
930,22.433333333333334,24.166666666666668,26.75,23.125,161,221,234,80,117,285,276,479,99,94,38,0,0,0,40,106,102,68,2,542,142,130,158,296,88,0,58,64,96,34,72,24,0,0,0,0,0,16,12,12,36,0,0,0,36,2,0,5,0,14,0,0,0,18,31,22,15,5,2,3,13,28,7,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121.096153846154,'down'
690,25.0,24.75,23.25,23.535714285714285,262,166,229,66,43,108,219,333,69,92,52,18,2,14,52,104,134,40,20,287,66,100,130,232,92,0,76,38,88,62,82,46,9,0,0,0,2,16,8,8,54,0,0,0,16,6,0,4,2,22,7,0,2,19,25,26,16,1,4,2,7,18,3,16,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1580.851546391753,'down'
720,22.857142857142858,24.0,24.0,22.27777777777778,305,354,270,40,0,304,238,0,105,129,82,8,2,4,26,191,193,18,20,534,164,130,136,264,96,2,68,59,109,64,110,44,0,0,0,0,0,26,20,16,66,0,0,0,48,4,0,6,0,14,11,0,0,29,38,20,21,1,5,0,25,16,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1945.038524590164,'down'
930,25.166666666666668,26.25,26.75,25.666666666666668,168,196,178,39,65,162,99,437,116,120,28,6,0,2,28,134,132,38,14,274,126,108,132,246,78,2,52,42,94,48,82,32,0,0,0,0,0,6,4,4,38,0,0,0,26,2,0,2,0,10,16,0,0,21,27,38,4,2,4,1,5,18,8,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1750.824691358025,'down'
930,25.166666666666668,26.25,26.75,25.666666666666668,209,417,241,93,76,500,345,447,180,76,62,6,0,2,41,115,93,166,2,459,110,126,148,246,88,4,44,40,76,34,90,22,0,0,0,0,0,10,2,0,32,0,0,0,38,0,0,2,0,0,11,4,4,26,26,22,5,1,4,0,16,21,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1544.3179282868527,'down'
930,22.666666666666668,22.75,24.65,23.57692307692308,200,178,262,40,0,0,0,0,0,108,30,10,2,8,24,126,148,22,20,318,184,110,130,208,120,26,84,66,104,62,116,36,0,0,0,0,0,12,4,4,46,16,248,48,46,6,0,2,0,0,8,0,0,14,9,11,13,1,4,0,3,6,19,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,965.8044843049328,'up'
690,21.84722222222222,21.625,22.194444444444443,24.40277777777778,333,232,212,100,44,160,219,532,44,109,47,12,4,76,160,194,150,53,12,224,176,138,162,274,77,0,66,58,95,51,79,36,0,0,0,0,0,9,4,4,51,0,0,2,34,0,0,0,0,0,0,0,0,17,13,34,13,1,8,4,3,35,6,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1644.096551724138,'down'
930,21.84722222222222,28.0,28.5,26.166666666666668,264,269,410,50,62,293,194,478,127,101,106,16,2,4,50,154,144,36,10,428,154,88,110,222,90,2,78,52,91,72,86,42,0,0,0,0,0,10,6,6,49,0,0,0,42,6,0,2,0,0,8,0,0,21,27,65,13,1,10,0,21,53,1,13,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1206.2644808743169,'up'
690,21.84722222222222,28.0,28.5,26.166666666666668,288,383,281,56,62,477,329,411,124,89,56,10,2,2,58,149,133,10,6,384,156,129,142,354,122,0,56,54,77,48,114,34,0,0,0,0,0,16,12,12,40,0,0,0,42,0,0,4,0,0,10,4,4,34,20,13,12,1,4,2,7,19,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2353.1843902439023,'down'
960,22.7,24.227272727272727,28.5,23.375,488,267,318,44,170,243,346,616,162,100,64,24,2,2,50,142,158,146,6,336,138,138,134,376,132,0,50,48,110,38,98,20,0,0,0,0,0,0,0,0,26,0,0,0,52,0,0,0,0,0,0,0,0,18,22,37,18,15,2,0,9,32,17,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2854.460434782609,'down'
980,23.5,24.227272727272727,28.5,24.964285714285715,504,153,275,108,34,0,172,410,118,153,108,32,2,28,76,256,231,114,16,244,188,198,196,303,115,6,139,118,176,113,138,74,0,0,0,0,0,34,14,14,104,0,0,0,32,8,0,6,0,0,14,0,0,19,28,42,21,4,14,2,6,57,4,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1724.0092009685231,'down'
