%
% Comments go after a '%' sign.
%
%
% Relation: selected_fe200
%
%
% Attributes: 201     Instances: 148
%
%

@relation selected_fe200

@attribute 'Time' numeric
@attribute 'avg t001' numeric
@attribute 'avg t003' numeric
@attribute 'avg t004' numeric
@attribute 'avg t005' numeric
@attribute 'time (s) Activity1' numeric
@attribute 'time (s) Activity2' numeric
@attribute 'time (s) Activity3' numeric
@attribute 'time (s) Activity4' numeric
@attribute 'time (s) Activity8' numeric
@attribute 'time (s) Activity9' numeric
@attribute 'time (s) Activity10' numeric
@attribute 'time (s) Activity12' numeric
@attribute 'time (s) Activity13' numeric
@attribute 'time (s) Activity14' numeric
@attribute 'time (s) Activity15' numeric
@attribute 'n m001' numeric
@attribute 'n m002' numeric
@attribute 'n m003' numeric
@attribute 'n m004' numeric
@attribute 'n m005' numeric
@attribute 'n m006' numeric
@attribute 'n m007' numeric
@attribute 'n m008' numeric
@attribute 'n m010' numeric
@attribute 'n m011' numeric
@attribute 'n m012' numeric
@attribute 'n m013' numeric
@attribute 'n m014' numeric
@attribute 'n m015' numeric
@attribute 'n m016' numeric
@attribute 'n m017' numeric
@attribute 'n m018' numeric
@attribute 'n m020' numeric
@attribute 'n m021' numeric
@attribute 'n m022' numeric
@attribute 'n m023' numeric
@attribute 'n m024' numeric
@attribute 'n m025' numeric
@attribute 'n m027' numeric
@attribute 'n m029' numeric
@attribute 'n m031' numeric
@attribute 'n m032' numeric
@attribute 'n m033' numeric
@attribute 'n m034' numeric
@attribute 'n m035' numeric
@attribute 'n m038' numeric
@attribute 'n m039' numeric
@attribute 'n m040' numeric
@attribute 'n m042' numeric
@attribute 'n m045' numeric
@attribute 'n m047' numeric
@attribute 'n m048' numeric
@attribute 'n m049' numeric
@attribute 'n m051' numeric
@attribute 'n m052' numeric
@attribute 'n d001' numeric
@attribute 'n d002' numeric
@attribute 'n d003' numeric
@attribute 'n d004' numeric
@attribute 'n d005' numeric
@attribute 'n d008' numeric
@attribute 'n d009' numeric
@attribute 'n d010' numeric
@attribute 'n d011' numeric
@attribute 'n d012' numeric
@attribute 'n d014' numeric
@attribute 'n d015' numeric
@attribute 'n Task1' numeric
@attribute 'n Task2' numeric
@attribute 'n Task5' numeric
@attribute 'n Task6' numeric
@attribute 'n Task7' numeric
@attribute 'n Task8' numeric
@attribute 'n Task9' numeric
@attribute 'n Task10' numeric
@attribute 'n Task11' numeric
@attribute 'n Task12' numeric
@attribute 'n Task13' numeric
@attribute 'n Action6' numeric
@attribute 'n Action7' numeric
@attribute 'n Action8' numeric
@attribute 'n Action9' numeric
@attribute 'n Action10' numeric
@attribute 'n Action11' numeric
@attribute 'n paz1' numeric
@attribute 'n paz2' numeric
@attribute 'n paz3' numeric
@attribute 'n paz5' numeric
@attribute 'n paz7' numeric
@attribute 'n paz8' numeric
@attribute 'n paz9' numeric
@attribute 'n paz11' numeric
@attribute 'n paz21' numeric
@attribute 'n paz25' numeric
@attribute 'n paz29' numeric
@attribute 'n paz33' numeric
@attribute 'n paz34' numeric
@attribute 'n paz35' numeric
@attribute 'n paz39' numeric
@attribute 'n paz43' numeric
@attribute 'n paz45' numeric
@attribute 'n paz52' numeric
@attribute 'n paz57' numeric
@attribute 'n paz58' numeric
@attribute 'n paz60' numeric
@attribute 'n paz62' numeric
@attribute 'n paz63' numeric
@attribute 'n paz66' numeric
@attribute 'n paz70' numeric
@attribute 'n paz71' numeric
@attribute 'n paz72' numeric
@attribute 'n paz73' numeric
@attribute 'n paz74' numeric
@attribute 'n paz75' numeric
@attribute 'n paz78' numeric
@attribute 'n paz79' numeric
@attribute 'n paz82' numeric
@attribute 'n paz85' numeric
@attribute 'n paz86' numeric
@attribute 'n paz88' numeric
@attribute 'n paz89' numeric
@attribute 'n paz91' numeric
@attribute 'n paz93' numeric
@attribute 'n paz94' numeric
@attribute 'n paz99' numeric
@attribute 'n paz100' numeric
@attribute 'n paz101' numeric
@attribute 'n paz102' numeric
@attribute 'n paz103' numeric
@attribute 'n paz105' numeric
@attribute 'n paz107' numeric
@attribute 'n paz111' numeric
@attribute 'n paz112' numeric
@attribute 'n paz116' numeric
@attribute 'n paz117' numeric
@attribute 'n paz118' numeric
@attribute 'n paz122' numeric
@attribute 'n paz128' numeric
@attribute 'n paz130' numeric
@attribute 'n paz131' numeric
@attribute 'n paz132' numeric
@attribute 'n paz134' numeric
@attribute 'n paz135' numeric
@attribute 'n paz136' numeric
@attribute 'n paz140' numeric
@attribute 'n paz145' numeric
@attribute 'n paz147' numeric
@attribute 'n paz149' numeric
@attribute 'n paz150' numeric
@attribute 'n paz152' numeric
@attribute 'n paz156' numeric
@attribute 'n paz158' numeric
@attribute 'n paz159' numeric
@attribute 'n paz160' numeric
@attribute 'n paz163' numeric
@attribute 'n paz166' numeric
@attribute 'n paz170' numeric
@attribute 'n paz175' numeric
@attribute 'n paz178' numeric
@attribute 'n paz179' numeric
@attribute 'n paz181' numeric
@attribute 'n paz184' numeric
@attribute 'n paz185' numeric
@attribute 'n paz188' numeric
@attribute 'n paz191' numeric
@attribute 'n paz194' numeric
@attribute 'n paz197' numeric
@attribute 'n paz199' numeric
@attribute 'n paz202' numeric
@attribute 'n paz203' numeric
@attribute 'n paz204' numeric
@attribute 'n paz205' numeric
@attribute 'n paz208' numeric
@attribute 'n paz210' numeric
@attribute 'n paz211' numeric
@attribute 'n paz216' numeric
@attribute 'n paz217' numeric
@attribute 'n paz218' numeric
@attribute 'n paz220' numeric
@attribute 'n paz221' numeric
@attribute 'n paz225' numeric
@attribute 'n paz231' numeric
@attribute 'n paz235' numeric
@attribute 'n paz237' numeric
@attribute 'n paz243' numeric
@attribute 'n paz247' numeric
@attribute 'n paz249' numeric
@attribute 'n paz250' numeric
@attribute 'n paz251' numeric
@attribute 'n paz254' numeric
@attribute 'n paz255' numeric
@attribute 'n paz257' numeric
@attribute 'n paz259' numeric
@attribute 'n paz262' numeric
@attribute 'n paz268' numeric
@attribute 'n paz269' numeric
@attribute 'n paz274' numeric
@attribute 'trend' numeric
@attribute 'act Consumption' numeric
@attribute 'avg Consumption' {'down','up'}

@data
710,20.96153846153846,23.91176470588235,21.5,22.416666666666668,190,118,221,408,117,33,42,153,418,362,69,130,42,4,2,4,98,180,174,44,10,6,250,153,144,148,322,82,0,48,50,118,40,64,24,12,0,0,0,0,0,16,20,10,36,0,0,0,0,34,560,6,0,0,0,4,0,14,8,0,7,0,0,18,20,28,26,12,15,2,1,1,1,0,1,15,21,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1579056730602653,2311.7771784232364,'up'
990,21.0,21.0,25.75,25.25,338,158,241,0,56,51,40,248,158,457,41,108,50,16,2,20,64,122,122,20,16,6,402,150,132,159,330,84,0,62,50,92,46,74,36,12,0,0,0,0,0,0,0,0,36,0,0,0,0,32,250,2,0,0,0,0,0,12,9,0,13,0,0,19,22,18,34,16,11,2,2,0,0,0,9,15,19,16,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.385121366145284,1733.525,'up'
690,19.76923076923077,17.75,20.25,21.0,322,206,286,488,57,112,27,170,178,314,81,107,40,6,2,4,70,120,141,6,12,4,518,174,128,166,309,120,0,74,72,107,72,114,52,42,44,26,0,0,14,16,6,10,62,0,0,0,0,30,501,6,0,12,0,2,2,28,8,0,7,0,2,17,20,16,26,15,14,2,2,0,0,0,9,13,19,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.172533992001653,1348.9936434108529,'down'
660,19.76923076923077,17.75,20.25,21.0,283,246,236,518,171,120,45,165,245,529,83,142,68,14,4,10,56,197,153,106,99,84,589,187,152,184,422,168,0,106,102,144,70,122,42,48,0,0,0,10,14,19,14,10,52,10,20,4,4,64,904,2,0,0,2,1,0,0,0,0,3,0,2,17,45,20,12,0,8,2,1,0,0,0,19,23,10,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.929437383877831,2920.924349881797,'down'
715,19.76923076923077,17.75,20.25,21.0,178,172,345,541,118,80,27,158,153,403,60,93,48,12,0,2,72,147,116,80,10,6,270,116,126,139,269,82,0,74,54,103,62,92,42,44,0,0,0,0,0,40,12,12,53,0,0,0,0,34,132,0,0,0,0,6,0,0,0,0,8,0,0,25,44,29,25,10,1,5,1,0,2,0,9,35,2,17,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6667158693599297,2611.0714285714284,'down'
930,19.76923076923077,17.75,20.25,21.0,490,149,297,407,127,34,62,235,259,434,82,91,36,12,6,2,60,119,111,78,18,16,542,134,78,124,258,96,0,54,48,81,44,120,38,30,0,0,0,0,0,22,8,8,58,0,0,0,0,36,0,0,0,0,0,4,0,0,0,0,6,0,0,16,27,26,29,40,3,4,1,0,0,1,11,21,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.463288488834747,2894.934812286689,'down'
690,24.454545454545453,23.05555555555556,22.9,24.79069767441861,179,181,173,509,52,45,30,182,172,485,86,128,80,6,2,2,78,190,148,34,10,4,408,176,124,164,312,156,2,86,66,118,54,136,44,16,0,0,0,0,0,0,0,0,42,0,0,0,0,30,0,1,0,0,0,0,0,12,12,0,9,0,0,17,13,17,16,1,0,4,0,0,0,0,3,19,7,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.210296815782286,1839.5434782608693,'down'
690,19.25,19.61111111111111,19.25,21.657894736842103,474,191,471,697,130,141,89,327,329,509,147,102,106,18,6,4,108,226,176,32,14,6,276,258,108,144,350,114,0,64,52,92,48,126,32,26,0,0,0,0,0,4,0,0,56,0,0,0,0,36,0,6,0,0,0,0,0,12,4,0,12,0,0,19,38,58,47,30,1,1,1,1,0,0,18,15,11,17,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.323486528671326,1570.156976744186,'up'
685,19.25,19.61111111111111,19.25,21.657894736842103,398,182,568,470,106,93,49,181,345,479,195,116,52,18,2,4,90,166,138,16,4,6,425,206,158,184,384,122,2,86,58,126,64,104,40,32,0,0,0,0,0,22,10,14,46,0,0,0,0,56,64,2,0,0,0,4,0,0,0,0,15,0,0,21,22,26,13,23,1,7,1,2,0,0,9,24,8,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.581660945786556,2367.7526946107787,'down'
690,17.071428571428573,18.33333333333333,17.5,20.727272727272727,133,274,338,683,164,75,33,572,202,390,144,86,76,2,0,0,34,106,116,6,10,2,565,130,126,150,296,78,0,54,62,94,42,104,28,12,0,0,0,0,0,6,4,4,40,0,0,0,0,36,482,0,0,0,0,3,0,6,6,0,4,8,6,21,32,14,22,1,8,5,2,0,0,0,11,26,10,20,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.989922442305488,1303.5109120521174,'down'
990,23.5,24.205128205128204,24.67948717948718,25.71794871794872,298,154,218,558,82,107,31,247,213,379,110,110,67,12,5,3,70,140,141,29,6,6,264,211,136,180,317,84,0,64,72,93,50,96,36,34,0,0,0,0,0,4,4,4,43,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,25,30,16,1,6,1,5,5,0,14,21,9,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.350271974052024,1358.5371134020616,'down'
900,23.95833333333333,19.0,18.5,23.444444444444443,151,172,205,538,95,41,36,212,280,550,14,84,68,4,0,2,16,110,114,8,2,4,294,115,83,114,245,70,0,46,52,84,34,62,28,24,0,0,0,0,0,20,16,12,32,0,0,0,0,26,454,0,0,0,0,5,0,5,10,0,2,0,0,15,19,12,15,17,2,5,2,2,0,0,12,16,11,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3083501163814757,3406.6120454545458,'down'
990,22.15,24.0,22.25,26.25,545,265,473,558,240,54,39,318,253,716,86,86,40,22,4,16,70,150,118,40,18,20,458,196,128,154,332,122,0,32,40,87,22,118,22,16,0,0,0,0,0,14,5,5,32,0,0,0,0,36,402,0,0,0,0,3,0,8,4,0,8,0,0,18,40,40,78,39,6,2,1,1,0,0,6,15,14,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6783616829700727,2234.810288065844,'down'
985,22.15,24.0,22.25,26.25,191,231,464,756,56,131,43,408,281,738,243,70,90,4,0,6,34,116,118,60,20,6,291,150,151,182,260,88,10,42,20,61,46,140,26,14,0,0,0,0,0,0,0,0,28,0,0,0,0,32,0,4,0,0,0,0,0,0,0,0,7,0,0,25,28,10,7,2,1,2,1,1,1,0,15,20,3,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.191053613725659,1833.3065693430656,'up'
990,22.605263157894736,22.52857142857143,22.5,24.928571428571427,239,278,399,397,117,106,48,349,216,514,153,117,78,10,2,19,50,163,130,6,2,0,373,205,116,137,254,99,0,71,77,117,50,94,27,12,0,0,0,0,0,0,0,0,33,0,0,0,0,46,0,0,0,0,0,0,0,20,14,0,11,0,0,21,34,28,13,12,17,5,2,1,1,1,29,17,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9084014638546165,1436.3312056737589,'up'
690,26.38888888888889,25.75,26.75,24.147058823529413,246,139,238,373,83,60,43,133,124,408,90,124,32,12,2,2,32,138,150,28,2,10,382,158,126,156,324,144,0,100,70,119,82,98,66,36,2,0,0,0,0,34,20,18,62,0,0,0,0,42,346,7,0,2,0,8,0,16,8,0,11,0,0,18,22,35,22,13,6,10,2,3,0,0,4,29,13,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.109766487268245,1961.888655462185,'down'
965,26.38888888888889,25.75,26.75,24.147058823529413,225,175,372,404,65,54,34,486,221,541,134,98,28,12,2,4,30,140,120,60,26,10,516,128,150,230,262,90,2,58,52,80,46,116,28,16,0,0,0,0,0,0,0,0,22,0,0,0,0,34,146,0,0,0,0,0,0,0,0,0,10,0,0,23,22,26,18,10,1,9,1,3,1,1,9,34,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.854662319551682,2688.230293159609,'down'
930,22.433333333333334,24.166666666666668,26.75,23.125,161,221,234,458,80,117,31,285,276,479,99,94,38,0,0,0,40,106,102,68,2,2,542,142,130,158,296,88,0,58,64,96,34,72,24,22,0,0,0,0,0,16,12,12,36,0,0,0,0,36,488,2,0,0,0,5,0,14,10,0,0,0,0,18,31,22,11,15,5,2,1,3,0,0,13,28,7,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7324783222052841,2121.096153846154,'down'
690,25.0,24.75,23.25,23.535714285714285,262,166,229,440,66,43,34,108,219,333,69,92,52,18,2,14,52,104,134,40,26,20,287,66,100,130,232,92,0,76,38,88,62,82,46,20,9,0,0,0,2,16,8,8,54,0,0,0,0,16,460,6,0,1,0,4,2,22,0,0,7,0,2,19,25,26,34,16,1,4,2,2,1,1,7,18,3,16,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.797757667052429,1580.851546391753,'down'
720,22.857142857142858,24.0,24.0,22.27777777777778,305,354,270,317,40,0,48,304,238,0,105,129,82,8,2,4,26,191,193,18,12,20,534,164,130,136,264,96,2,68,59,109,64,110,44,36,0,0,0,0,0,26,20,16,66,0,0,0,0,48,363,4,0,0,0,6,0,14,0,0,11,0,0,29,38,20,15,21,1,5,1,0,0,0,25,16,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39222046537787,1945.038524590164,'down'
930,25.166666666666668,26.25,26.75,25.666666666666668,168,196,178,422,39,65,55,162,99,437,116,120,28,6,0,2,28,134,132,38,12,14,274,126,108,132,246,78,2,52,42,94,48,82,32,28,0,0,0,0,0,6,4,4,38,0,0,0,0,26,368,2,0,0,0,2,0,10,4,0,16,0,0,21,27,38,16,4,2,4,2,1,0,0,5,18,8,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.91209632764599,1750.824691358025,'down'
930,25.166666666666668,26.25,26.75,25.666666666666668,209,417,241,776,93,76,41,500,345,447,180,76,62,6,0,2,41,115,93,166,18,2,459,110,126,148,246,88,4,44,40,76,34,90,22,16,0,0,0,0,0,10,2,0,32,0,0,0,0,38,0,0,0,0,0,2,0,0,0,0,11,4,4,26,26,22,5,5,1,4,1,0,3,0,16,21,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8506178812940584,1544.3179282868527,'down'
930,22.666666666666668,22.75,24.65,23.57692307692308,200,178,262,402,40,0,0,0,0,0,0,108,30,10,2,8,24,126,148,22,26,20,318,184,110,130,208,120,26,84,66,104,62,116,36,32,0,0,0,0,0,12,4,4,46,4,16,248,48,46,0,6,0,0,1,2,0,0,0,0,8,0,0,14,9,11,23,13,1,4,1,0,0,0,3,6,19,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.147716363758398,965.8044843049328,'up'
690,21.84722222222222,21.625,22.194444444444443,24.40277777777778,333,232,212,481,100,44,40,160,219,532,44,109,47,12,4,76,160,194,150,53,10,12,224,176,138,162,274,77,0,66,58,95,51,79,36,44,0,0,0,0,0,9,4,4,51,4,0,0,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,34,23,13,1,8,1,4,0,0,3,35,6,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.707491805589097,1644.096551724138,'down'
930,21.84722222222222,28.0,28.5,26.166666666666668,264,269,410,813,50,62,63,293,194,478,127,101,106,16,2,4,50,154,144,36,4,10,428,154,88,110,222,90,2,78,52,91,72,86,42,22,0,0,0,0,0,10,6,6,49,0,0,0,0,42,0,6,0,0,0,2,0,0,0,0,8,0,0,21,27,65,28,13,1,10,1,0,0,0,21,53,1,13,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.955122089893842,1206.2644808743169,'up'
