%
% Comments go after a '%' sign.
%
%
% Relation: selected_cs100
%
%
% Attributes: 100     Instances: 224
%
%

@relation selected_cs100

@attribute 'n paz195' numeric
@attribute 'n paz22' numeric
@attribute 'n m014' numeric
@attribute 'n paz264' numeric
@attribute 'n paz237' numeric
@attribute 'n paz219' numeric
@attribute 'n Action5' numeric
@attribute 'n paz52' numeric
@attribute 'n paz246' numeric
@attribute 'n paz114' numeric
@attribute 'n paz80' numeric
@attribute 'n paz50' numeric
@attribute 'n paz198' numeric
@attribute 'n Action6' numeric
@attribute 'n paz5' numeric
@attribute 'n paz137' numeric
@attribute 'n paz59' numeric
@attribute 'n m029' numeric
@attribute 'n paz199' numeric
@attribute 'n Task1' numeric
@attribute 'n paz81' numeric
@attribute 'n m027' numeric
@attribute 'n paz242' numeric
@attribute 'n paz135' numeric
@attribute 'n paz241' numeric
@attribute 'n Task3' numeric
@attribute 'n m005' numeric
@attribute 'n paz223' numeric
@attribute 'n paz97' numeric
@attribute 'n paz48' numeric
@attribute 'n Task4' numeric
@attribute 'n m002' numeric
@attribute 'n paz112' numeric
@attribute 'n m003' numeric
@attribute 'n paz73' numeric
@attribute 'n d008' numeric
@attribute 'n Task10' numeric
@attribute 'time (s) Activity12' numeric
@attribute 'n d002' numeric
@attribute 'n m020' numeric
@attribute 'n m036' numeric
@attribute 'n Task2' numeric
@attribute 'n paz173' numeric
@attribute 'n m030' numeric
@attribute 'n paz196' numeric
@attribute 'n m016' numeric
@attribute 'n m041' numeric
@attribute 'n paz136' numeric
@attribute 'n m001' numeric
@attribute 'n m031' numeric
@attribute 'time (s) Activity3' numeric
@attribute 'n paz268' numeric
@attribute 'n paz7' numeric
@attribute 'n m023' numeric
@attribute 'n paz68' numeric
@attribute 'n m015' numeric
@attribute 'n paz62' numeric
@attribute 'n paz29' numeric
@attribute 'n m051' numeric
@attribute 'n m040' numeric
@attribute 'n paz132' numeric
@attribute 'n d007' numeric
@attribute 'n m010' numeric
@attribute 'n paz109' numeric
@attribute 'avg t001' numeric
@attribute 'n Action11' numeric
@attribute 'n Action9' numeric
@attribute 'n paz115' numeric
@attribute 'n Task12' numeric
@attribute 'n m032' numeric
@attribute 'n Task11' numeric
@attribute 'n m052' numeric
@attribute 'n paz221' numeric
@attribute 'time (s) Activity13' numeric
@attribute 'avg t003' numeric
@attribute 'n paz204' numeric
@attribute 'n m044' numeric
@attribute 'n Action12' numeric
@attribute 'n m034' numeric
@attribute 'n d001' numeric
@attribute 'n Task13' numeric
@attribute 'n m037' numeric
@attribute 'avg t002' numeric
@attribute 'n m039' numeric
@attribute 'n m050' numeric
@attribute 'avg t005' numeric
@attribute 'n m038' numeric
@attribute 'n paz233' numeric
@attribute 'n m046' numeric
@attribute 'n paz14' numeric
@attribute 'avg t004' numeric
@attribute 'n m035' numeric
@attribute 'n paz39' numeric
@attribute 'n d009' numeric
@attribute 'n m047' numeric
@attribute 'n m033' numeric
@attribute 'n m048' numeric
@attribute 'n m049' numeric
@attribute 'act Consumption' numeric
@attribute 'avg Consumption' numeric

@data
0,0,186,0,0,0,123,0,0,0,0,0,0,9,0,0,0,20,0,21,0,24,0,0,0,31,2,0,0,0,67,58,0,6,0,0,1,229,0,0,0,16,0,0,0,186,20,0,96,0,334,0,0,92,0,138,0,0,46,14,0,30,6,0,26.705882352941178,0,7,0,5,0,5,0,0,306,26.64516129032258,0,0,8,0,0,0,14,30.723684210526315,8,0,23.176470588235293,22,0,0,0,26.425925925925927,0,0,12,0,0,0,0,1964.717880794702,1678.8055555555557
0,0,100,0,0,0,91,0,0,0,0,0,0,8,0,0,0,18,0,20,0,28,0,0,0,31,14,0,0,0,24,206,0,14,0,0,1,350,0,0,0,17,0,0,0,142,38,0,80,0,138,0,0,70,0,106,0,0,24,10,0,32,142,0,26.705882352941178,1,4,0,1,0,1,76,0,145,26.64516129032258,0,0,6,0,0,0,12,30.723684210526315,12,0,23.176470588235293,18,0,0,0,26.425925925925927,0,0,0,0,0,0,0,1962.976793248945,2642.3478260869565
0,0,194,0,0,0,84,0,0,0,0,0,0,3,0,0,1,38,0,18,0,44,0,0,0,21,6,0,0,0,24,48,0,24,0,0,1,144,0,6,0,24,0,0,0,202,24,0,126,0,209,0,0,140,0,170,0,0,34,16,0,36,50,0,26.705882352941178,1,10,0,0,0,4,636,0,183,26.64516129032258,0,0,4,0,6,0,26,30.723684210526315,16,0,23.176470588235293,52,0,0,0,26.425925925925927,0,0,0,0,0,0,0,2204.4,354.6
0,0,113,0,0,0,143,0,0,0,0,0,0,5,0,0,0,20,0,19,0,22,0,0,0,26,10,0,0,0,25,124,0,16,0,0,2,283,0,0,0,33,0,0,0,130,12,0,100,0,324,0,0,100,0,126,0,0,34,12,0,26,78,0,22.26923076923077,1,3,0,1,0,1,386,0,180,24.5,0,0,6,0,0,0,14,25.473684210526315,14,0,24.38888888888889,68,0,0,0,21.5,0,0,8,0,0,0,0,2369.267261904762,2134.8809523809523
0,0,178,0,0,0,181,0,0,0,0,0,0,14,0,0,0,12,0,26,0,26,0,0,0,31,4,0,0,0,56,96,0,26,0,0,1,389,0,4,0,34,0,0,0,164,0,0,94,0,286,0,0,86,0,134,0,0,36,0,0,26,6,0,22.26923076923077,1,8,0,1,0,2,0,0,242,24.5,0,0,7,0,2,1,0,25.473684210526315,0,0,24.38888888888889,0,0,0,0,21.5,0,0,0,0,0,0,0,1416.8185430463575,1626.75
0,0,199,0,0,0,169,0,0,0,0,0,0,21,0,0,0,18,0,28,0,28,0,0,0,69,16,0,0,0,44,83,0,12,0,2,3,359,0,15,0,43,0,0,0,183,20,0,120,0,442,0,0,116,0,168,1,0,36,8,0,26,19,0,23.571428571428573,1,19,0,1,0,1,0,0,300,21.27027027027027,0,16,10,0,0,0,18,26.59523809523809,14,24,23.68918918918919,22,0,18,0,22.142857142857142,0,0,18,106,0,170,69,2309.159175257732,3955.146896551724
0,0,98,0,0,0,158,0,0,0,0,0,0,8,0,0,0,14,0,22,0,24,0,0,0,50,6,0,0,0,45,116,0,26,0,0,2,216,0,0,0,20,0,0,0,100,6,0,68,0,336,0,0,78,0,86,0,0,30,4,0,26,38,0,23.0,1,23,0,0,0,1,648,0,142,23.5,0,0,10,0,1,0,8,27.26,4,0,22.625,10,0,0,0,23.0,0,0,10,0,0,0,0,2176.638121546961,1865.3247422680413
0,0,154,0,0,0,148,0,0,0,0,0,0,4,0,0,0,20,0,26,0,30,0,0,0,43,0,0,0,0,38,38,0,6,0,0,2,247,0,0,0,28,0,0,0,136,14,0,102,0,220,0,0,94,0,118,0,0,40,8,0,24,92,0,21.87037037037037,1,0,0,3,0,3,490,0,170,21.0,0,0,5,0,2,1,16,25.53333333333333,8,0,23.0,14,0,0,0,19.0,0,0,0,0,0,0,0,2683.886382978724,2369.4166666666665
0,0,174,0,0,0,238,0,0,0,0,0,0,1,0,0,0,8,0,18,0,13,0,0,0,45,35,0,0,0,110,110,0,14,0,0,1,130,0,2,0,30,0,0,0,116,0,0,70,0,31,0,0,59,0,92,0,0,16,0,0,30,16,0,21.743589743589745,0,0,0,0,0,0,0,0,531,22.90909090909091,0,0,5,0,0,1,0,25.78205128205128,0,0,23.25862068965517,0,0,0,0,20.0,0,0,8,0,0,0,0,2339.2298449612404,2729.8211267605634
0,0,148,0,0,0,126,0,0,0,0,0,0,15,0,0,0,10,0,19,0,45,0,0,0,23,0,0,0,0,45,133,0,30,0,0,2,125,2,0,0,33,0,0,0,170,0,0,130,0,142,0,0,118,0,156,0,0,40,0,0,40,72,0,26.166666666666668,1,7,0,2,0,1,520,0,267,27.0,0,0,8,0,3,1,0,30.05555555555556,0,0,25.38888888888889,0,0,0,0,27.4,0,0,12,0,0,0,0,1868.412429378531,550.4807692307693
0,0,208,0,0,0,206,0,0,0,0,0,0,3,0,0,0,30,0,26,0,34,0,0,0,64,2,0,0,0,55,122,0,14,0,2,3,66,0,0,0,47,0,0,0,186,32,0,124,0,256,0,0,108,1,176,0,0,54,16,0,34,121,0,22.78846153846154,1,9,0,0,0,2,306,0,217,24.05,0,0,10,0,0,0,23,26.357142857142858,14,0,23.5,24,0,0,0,21.75,0,0,14,0,0,0,0,2584.697708333333,3952.439024390244
0,0,108,0,0,0,128,0,0,0,0,0,0,12,0,0,0,35,0,18,0,40,0,0,0,42,10,0,0,0,20,54,0,20,0,2,2,118,0,2,20,28,0,25,0,148,26,0,98,32,285,0,0,96,0,124,0,0,32,8,0,26,22,0,26.75,1,6,0,3,48,2,364,0,13,27.75,0,0,9,8,6,0,7,30.735294117647054,8,0,26.0,12,0,0,0,27.0,20,0,20,0,28,0,0,1862.3050847457628,1012.7272727272727
0,0,153,0,0,0,129,0,0,0,0,0,0,1,0,0,0,12,0,18,0,24,0,0,0,23,4,0,0,0,43,42,0,4,0,0,1,153,0,0,0,20,0,0,0,148,12,0,130,0,221,0,0,118,0,144,0,0,34,10,0,34,44,0,20.96153846153846,1,0,0,1,0,1,560,0,418,23.91176470588235,0,0,8,0,6,0,8,23.823529411764707,20,0,22.416666666666668,16,0,0,0,21.5,0,0,14,0,0,0,0,2339.783966244725,2350.65625
0,0,150,0,0,0,120,0,0,0,0,0,0,9,0,0,0,12,0,19,0,36,0,0,0,52,20,0,0,0,31,50,0,16,0,0,2,248,0,0,0,22,0,0,0,151,0,0,96,0,241,0,0,86,0,124,0,0,32,0,0,34,16,0,21.0,1,16,0,0,0,0,250,0,158,21.0,0,0,8,0,2,0,0,25.47222222222222,0,0,25.25,0,0,0,0,25.75,0,0,12,0,0,0,0,1750.511254019293,1912.3272727272729
0,0,158,0,0,0,113,0,0,0,0,0,0,9,0,0,0,38,0,17,0,48,0,0,0,46,4,0,0,0,26,40,0,6,0,2,2,170,0,0,16,20,0,16,0,142,8,0,101,44,286,0,0,101,0,122,0,0,30,10,0,42,6,0,19.76923076923077,1,4,0,0,26,0,473,0,178,17.75,0,0,8,0,6,0,8,22.466666666666665,6,0,21.0,16,0,0,0,20.25,14,0,24,0,0,0,0,1357.4802631578948,936.7778761061946
0,0,177,0,0,0,99,0,0,0,0,0,0,19,0,0,0,48,0,17,0,40,0,0,0,32,10,0,0,0,41,66,0,14,1,0,1,165,0,0,0,45,0,0,0,160,12,0,126,0,236,0,0,128,0,134,0,0,56,10,0,40,96,0,19.76923076923077,1,11,0,0,0,0,874,0,245,17.75,0,16,4,8,2,0,20,22.466666666666665,14,20,21.0,19,0,24,0,20.25,14,0,0,20,0,4,4,2787.529702970297,3260.5584415584417
0,0,100,0,0,0,112,0,0,0,0,0,0,9,0,0,0,44,0,25,0,40,0,0,0,17,2,0,0,0,40,48,0,12,0,0,1,158,0,0,0,44,0,0,0,121,22,0,88,0,345,0,0,99,0,108,0,0,32,12,0,34,80,0,19.76923076923077,1,17,0,2,0,0,97,0,153,17.75,0,0,6,0,0,0,41,22.466666666666665,12,0,21.0,40,0,0,0,20.25,0,0,0,0,0,0,0,2616.130165289256,1838.1538461538464
0,0,128,0,0,0,143,0,0,0,0,0,0,11,0,0,0,24,0,16,0,36,0,0,0,21,2,0,0,0,35,36,0,12,0,0,1,235,0,0,0,27,0,0,0,116,18,0,85,0,297,0,0,75,0,76,0,0,36,8,0,22,72,0,19.76923076923077,0,2,0,0,0,0,0,0,259,17.75,0,0,8,0,0,1,12,22.466666666666665,8,0,21.0,18,0,0,0,20.25,0,0,0,0,0,0,0,2892.624210526316,2423.2797297297293
0,0,156,0,0,0,97,0,0,0,0,0,0,7,0,0,0,28,0,18,0,38,0,0,0,37,6,0,0,0,23,54,0,6,0,0,2,123,0,0,0,20,0,0,0,168,18,0,114,0,293,0,0,108,0,136,0,0,58,10,0,36,134,0,22.67391304347826,1,7,0,1,0,1,446,0,151,22.2,0,0,6,0,4,0,20,24.59523809523809,14,0,21.08333333333333,31,0,0,0,19.25,0,0,0,0,0,0,0,3164.660975609756,2005.0
0,0,176,0,0,0,70,0,0,0,0,0,0,3,0,0,0,14,0,17,0,40,0,0,0,29,2,0,0,0,34,74,0,6,0,0,0,182,0,2,0,13,0,0,0,156,0,0,98,0,173,0,0,88,0,116,0,0,30,0,0,28,24,0,24.454545454545453,1,15,0,0,0,0,0,0,172,23.05555555555556,0,0,1,0,1,0,0,28.194444444444443,0,0,24.79069767441861,0,0,0,0,22.9,0,0,12,0,0,0,0,1534.6385542168675,2939.967741935484
0,0,242,0,0,0,220,0,0,0,0,0,0,18,0,0,0,26,0,19,0,28,0,0,0,46,4,0,0,0,72,95,0,14,0,0,1,327,0,0,0,38,0,0,0,112,0,0,86,0,471,0,0,74,0,88,0,0,28,0,0,24,20,0,19.25,1,17,0,0,0,1,0,0,329,19.61111111111111,0,0,7,0,6,0,4,22.38095238095238,0,0,21.657894736842103,4,0,0,0,19.25,0,0,8,0,0,0,0,1591.5243902439024,1883.9342857142856
0,0,184,0,0,0,168,0,0,0,0,0,0,9,0,0,0,30,0,21,0,34,0,0,0,40,4,0,0,0,77,44,0,18,0,0,1,181,0,0,0,22,0,0,0,148,16,0,88,0,568,0,0,100,0,122,0,0,50,14,0,28,14,0,19.25,1,3,0,0,0,2,50,0,345,19.61111111111111,0,0,5,0,0,0,18,22.38095238095238,10,0,21.657894736842103,22,0,0,0,19.25,0,0,0,0,0,0,0,2466.620317460317,593.3518518518518
0,0,98,0,0,0,114,0,0,0,1,0,0,2,0,0,0,12,0,17,0,38,0,0,0,44,2,0,0,0,24,30,0,6,0,0,2,200,2,0,0,15,0,0,0,124,8,0,94,0,291,0,0,88,0,98,0,0,38,8,0,30,44,0,27.25,1,8,0,1,0,1,234,0,173,19.61111111111111,0,0,7,0,5,0,8,31.83333333333333,8,0,27.5,8,0,0,0,28.5,0,0,14,0,0,0,0,1629.8333333333333,382.4782608695652
0,0,136,0,0,0,117,0,0,0,0,0,0,5,0,0,0,26,0,17,1,34,0,0,0,32,2,0,0,0,28,26,0,4,0,0,2,111,0,0,0,21,0,0,0,114,8,0,84,0,181,0,0,112,0,108,0,0,32,4,0,34,30,0,22.416666666666668,1,6,0,2,0,1,430,0,130,23.0,0,0,11,0,6,1,4,27.785714285714285,6,0,24.96153846153846,6,0,0,0,28.5,0,0,14,0,0,0,0,1393.156205673759,314.6666666666667
0,0,126,0,0,0,70,0,0,0,0,0,0,11,0,0,0,12,0,21,0,26,0,0,0,22,0,0,0,0,32,70,0,0,0,0,2,572,0,0,0,32,0,0,0,136,14,0,66,0,338,0,0,68,0,116,0,0,36,4,0,26,6,0,17.071428571428573,1,20,0,0,0,0,472,0,202,18.33333333333333,0,0,5,0,0,0,6,22.642857142857142,4,0,20.727272727272727,6,0,0,0,17.5,0,0,4,0,0,0,0,1307.8848837209302,1001.9409090909091
0,0,237,0,0,0,111,0,0,0,0,0,0,7,0,0,0,10,0,21,0,36,0,0,0,33,6,0,0,0,27,163,0,8,0,0,2,95,0,6,0,19,0,2,0,200,17,0,73,0,150,0,0,81,0,153,0,0,37,7,0,39,49,0,24.55,1,17,0,0,0,0,0,0,155,22.95,0,0,8,0,0,0,4,26.916666666666668,4,0,22.916666666666668,6,0,0,0,21.03333333333333,0,0,16,0,0,0,0,2970.555555555556,2542.458333333333
0,0,203,0,0,0,138,0,0,0,0,0,0,14,0,0,0,28,0,17,0,32,0,0,0,36,3,0,0,0,51,65,0,12,0,0,1,247,0,0,0,20,0,0,0,146,5,0,104,0,218,0,0,89,0,119,0,0,24,4,0,0,29,0,23.5,1,7,0,5,0,5,0,0,213,24.205128205128204,0,0,6,0,0,0,4,27.58974358974359,4,0,25.71794871794872,4,0,0,0,24.67948717948718,0,0,0,0,0,0,0,1364.2115789473685,705.9055555555556
0,0,112,0,0,0,107,0,0,0,0,0,0,12,0,0,0,24,0,15,0,28,0,0,0,52,2,0,0,0,26,68,0,4,0,0,2,212,0,0,0,19,0,0,0,94,14,0,84,0,205,0,0,84,0,78,0,0,26,12,0,16,8,0,23.95833333333333,1,3,0,0,0,2,438,0,280,19.0,0,0,5,0,0,0,12,27.310344827586206,16,0,23.444444444444443,20,0,0,0,18.5,0,0,3,0,0,0,0,3519.8034313725493,1794.0878453038674
0,0,162,0,0,0,148,0,0,0,0,0,0,6,0,0,0,20,0,23,0,30,0,0,0,33,12,0,0,0,46,48,0,10,0,0,1,151,0,12,0,27,0,0,0,156,8,0,116,0,324,0,0,106,0,104,0,0,44,8,0,36,32,0,23.95833333333333,1,7,0,0,0,4,0,0,140,19.0,0,0,5,0,0,0,14,27.310344827586206,8,0,23.444444444444443,16,0,0,0,18.5,0,0,0,0,0,0,0,2741.814578587699,2208.2703703703705
0,0,176,0,0,0,252,0,0,0,0,0,0,6,0,0,0,14,0,18,0,20,0,0,0,43,16,0,0,0,42,40,0,22,0,0,1,318,0,0,0,40,0,0,0,138,10,0,78,0,473,0,0,74,0,120,0,0,34,4,0,14,40,0,22.15,1,0,0,0,0,1,402,0,253,24.0,0,0,5,0,0,0,8,26.63157894736842,4,0,26.25,10,0,0,0,22.25,0,0,6,0,0,0,0,2284.523376623377,1469.8446428571426
0,0,150,0,0,0,75,0,0,0,0,0,0,15,0,0,0,14,0,25,0,26,0,0,0,40,6,0,0,0,34,90,0,4,0,0,1,408,0,10,0,28,0,0,0,182,0,0,70,0,464,0,0,61,0,151,0,0,32,0,0,26,60,0,22.15,0,6,0,1,0,1,0,0,281,24.0,0,0,3,0,4,0,0,26.63157894736842,0,0,26.25,0,0,0,0,22.25,0,0,0,0,0,0,0,1833.3065693430656,2357.0526315789475
0,0,194,0,0,0,146,0,0,0,0,0,0,11,0,0,0,16,0,19,0,34,0,0,0,30,6,0,0,0,40,70,0,14,0,0,2,173,0,0,0,25,0,0,0,175,12,0,110,0,248,0,0,124,0,134,0,0,50,8,0,34,56,0,22.87037037037037,1,25,0,3,0,2,370,0,192,22.8,0,0,7,0,4,1,8,25.289473684210527,12,0,23.357142857142858,16,0,0,0,20.75,0,0,0,0,0,0,0,2894.4637362637363,1887.75
0,0,197,0,0,0,157,0,0,0,0,0,0,29,0,0,0,10,0,21,0,25,0,0,0,66,15,0,0,0,48,72,0,6,0,0,2,349,0,0,0,34,0,0,0,115,0,0,115,0,399,0,0,115,0,108,0,0,46,0,0,30,6,0,22.605263157894736,0,0,0,1,0,1,0,0,216,22.52857142857143,0,0,9,0,0,1,0,26.93421052631579,0,0,24.928571428571427,0,0,0,0,22.5,0,0,18,0,0,0,0,1442.7984496124031,1988.3595041322317
0,0,152,0,0,0,102,0,0,0,0,0,0,4,0,0,0,26,0,18,0,54,0,0,0,32,2,0,0,0,19,26,0,4,0,0,2,133,0,0,2,22,0,4,0,134,20,0,106,2,238,0,0,103,0,110,0,0,32,12,0,30,28,0,26.38888888888889,1,6,0,0,0,3,334,0,124,25.75,0,0,8,0,1,0,16,30.205882352941178,12,0,24.147058823529413,20,0,0,0,26.75,0,0,16,0,0,0,0,2019.037527593819,547.8701298701299
0,0,124,0,0,0,107,0,0,0,0,0,0,9,0,0,0,12,0,23,0,24,0,0,0,21,4,0,0,0,43,24,0,10,0,0,1,486,0,2,0,22,0,0,0,220,0,0,92,0,372,0,0,74,0,146,0,0,34,0,0,34,58,0,26.38888888888889,1,3,0,1,0,3,109,0,221,25.75,0,0,7,0,0,1,0,30.205882352941178,0,0,24.147058823529413,0,0,0,0,26.75,0,0,0,0,0,0,0,2710.2574829931973,1989.8970588235293
0,0,134,0,0,0,106,0,0,0,0,0,0,13,0,0,0,20,0,18,0,22,0,0,0,43,0,0,0,0,39,34,0,0,0,0,1,285,0,0,0,31,0,0,0,136,10,0,90,0,234,0,0,90,0,122,0,0,36,8,0,22,68,0,22.433333333333334,1,0,0,0,0,3,452,0,276,24.166666666666668,0,0,9,0,2,0,8,26.28125,8,0,23.125,12,0,0,0,26.75,0,0,14,0,0,0,0,2144.5394265232976,1528.991071428571
0,0,182,0,0,0,92,0,0,0,0,0,0,13,0,0,0,22,0,23,0,40,0,0,0,40,4,0,0,0,30,50,0,8,0,0,1,242,0,12,0,21,0,0,0,214,22,0,142,0,233,0,0,120,0,166,0,0,40,18,0,40,60,0,22.433333333333334,1,11,0,1,0,3,170,0,166,24.166666666666668,0,0,6,0,4,0,20,26.28125,20,0,23.125,28,0,0,0,26.75,0,0,0,0,0,0,0,3175.9721649484536,1980.6666666666667
0,0,200,0,0,0,144,0,0,0,0,0,0,9,0,0,0,12,0,18,0,36,0,0,0,29,6,0,0,0,62,50,0,12,0,0,2,222,0,0,0,23,0,0,0,152,12,0,124,0,231,0,0,120,0,146,0,0,27,6,0,30,8,0,23.65,1,13,0,0,0,2,248,0,302,22.0,0,0,9,0,2,1,4,22.416666666666668,4,0,24.53846153846154,6,0,0,0,22.75,0,0,12,0,0,0,0,1015.2457994579944,558.0833333333334
0,0,117,0,0,0,132,0,0,0,0,0,0,2,0,0,0,16,0,22,0,40,0,0,0,26,2,0,1,0,27,38,0,10,0,0,2,114,0,0,0,22,0,0,0,120,10,0,91,0,279,0,0,87,0,104,0,0,24,8,0,36,48,0,23.3,1,15,0,2,0,2,502,0,183,24.0,0,0,9,0,8,1,8,28.3125,8,0,24.76923076923077,12,0,0,0,23.25,0,0,10,0,0,0,0,1643.6301969365427,265.85714285714283
0,0,66,0,0,0,96,0,0,0,0,0,0,7,0,0,0,20,0,19,0,46,0,0,0,18,14,0,0,0,23,52,0,18,0,2,2,108,0,0,6,25,0,2,0,130,14,0,92,9,229,0,0,88,0,100,0,0,16,8,0,35,40,0,25.0,1,16,0,1,0,2,460,0,219,24.75,0,0,11,0,6,1,10,29.05555555555556,8,0,23.535714285714285,16,0,0,0,23.25,2,0,22,0,0,0,0,1653.9537444933922,475.4227642276423
0,0,154,0,0,0,98,0,0,0,0,0,0,25,0,0,0,34,0,29,0,38,0,0,0,15,2,0,0,0,23,76,0,6,0,0,1,304,0,2,0,38,0,0,0,119,20,0,113,0,270,0,0,98,0,115,0,0,48,16,0,26,18,0,22.857142857142858,0,0,0,0,0,0,345,0,238,24.0,0,0,4,0,2,0,24,27.15,20,0,22.27777777777778,26,0,0,0,24.0,0,0,10,0,0,0,0,1995.119186046512,646.53
0,0,124,0,0,0,111,0,0,0,0,0,0,5,0,0,0,28,0,21,0,30,0,0,0,30,2,0,0,0,34,28,0,6,0,0,2,162,0,2,0,27,0,0,0,132,4,0,118,0,178,0,0,94,0,108,0,0,26,4,0,40,34,0,25.166666666666668,1,8,0,0,0,1,344,0,99,26.25,0,0,7,0,2,0,4,29.0,4,0,25.666666666666668,6,0,0,0,26.75,0,0,10,0,0,0,0,1763.268617021277,955.7176470588236
0,0,106,0,0,0,92,0,0,0,0,0,0,16,0,0,0,14,0,26,0,20,0,0,0,38,2,0,0,0,28,62,0,6,0,0,1,500,0,4,0,26,0,0,0,148,0,0,74,0,241,0,0,74,0,126,0,0,38,0,0,22,142,0,25.166666666666668,0,4,0,3,0,0,0,0,345,26.25,0,0,3,0,0,0,6,29.0,2,0,25.666666666666668,8,0,0,0,26.75,0,0,0,0,0,0,0,1570.4253164556965,1445.969696969697
0,0,156,0,0,0,71,0,0,0,0,0,0,3,0,0,0,28,0,14,0,34,0,0,0,30,8,0,0,0,13,28,0,10,0,0,1,0,0,22,0,9,0,0,0,108,4,0,84,0,262,0,0,79,0,88,0,0,42,4,0,23,16,0,22.666666666666668,1,3,0,0,0,0,0,0,0,22.75,0,4,5,0,6,0,8,25.894736842105264,4,6,23.57692307692308,12,0,6,0,24.65,0,0,0,16,0,248,48,961.9150684931508,2356.3588235294114
0,0,164,0,0,0,132,0,0,0,0,0,0,3,0,0,0,38,0,17,0,34,0,0,0,29,76,0,0,0,56,47,0,12,0,0,1,160,0,0,0,13,0,0,0,148,0,0,106,0,212,0,0,92,0,134,0,0,34,0,0,0,49,0,21.84722222222222,1,6,0,0,0,4,0,0,219,21.625,0,10,5,0,0,0,8,25.61111111111111,0,6,24.40277777777778,3,0,0,0,22.194444444444443,0,0,0,0,0,0,2,1288.216,2355.124528301887
0,0,130,0,0,0,123,0,0,0,0,0,0,21,0,0,0,20,0,21,0,34,0,0,0,33,2,0,0,0,37,96,0,4,0,0,1,293,0,2,0,25,0,0,0,94,12,0,86,0,410,0,0,80,0,74,0,0,38,6,0,22,34,0,21.84722222222222,1,13,0,0,0,0,0,0,194,28.0,0,0,5,0,4,0,8,31.75,6,0,26.166666666666668,10,0,0,0,28.5,0,0,0,0,0,0,0,1209.4311977715877,2101.35
0,0,138,0,0,0,88,0,0,0,0,0,0,7,0,0,0,16,0,34,0,30,0,0,0,25,2,0,0,0,22,50,0,6,0,0,1,477,0,0,0,20,0,0,0,126,36,0,78,0,281,0,0,70,0,111,0,0,38,12,0,24,8,0,21.84722222222222,0,4,0,2,0,2,72,0,329,28.0,0,0,4,0,0,0,12,31.75,12,0,26.166666666666668,16,0,0,0,28.5,0,0,0,0,0,0,0,2101.7808510638297,2571.6363636363635
0,0,138,0,0,0,143,0,0,0,0,0,0,9,0,0,0,6,0,18,0,14,0,0,0,43,2,0,0,0,35,64,0,24,0,0,2,243,0,0,0,22,0,0,0,124,0,0,86,0,318,0,0,92,0,128,0,0,44,0,0,32,104,0,22.7,1,7,0,0,0,0,450,0,346,24.227272727272727,0,0,5,0,0,0,0,30.75,0,0,23.375,0,0,0,0,28.5,0,0,0,0,0,0,0,2751.374537037037,2298.303225806452
0,0,164,0,0,0,110,0,0,0,0,0,0,6,0,0,0,50,0,19,0,68,0,0,0,21,28,0,0,0,24,100,0,30,0,0,1,0,0,0,0,28,0,0,0,170,28,0,138,0,275,0,0,156,0,166,0,0,28,14,0,24,106,0,23.5,1,7,0,1,0,2,0,0,172,24.227272727272727,0,0,5,0,6,0,26,29.08333333333333,14,0,24.964285714285715,34,0,0,0,28.5,0,0,0,0,0,0,0,1743.4380952380957,979.522222222222
0,0,121,0,0,0,179,0,0,0,0,0,0,21,0,0,0,20,0,23,0,38,0,0,0,37,0,0,0,0,81,200,0,10,0,0,1,132,0,0,0,40,0,0,0,114,0,0,92,0,206,0,0,90,0,102,0,0,36,0,0,26,28,1,23.5,1,12,0,0,0,1,0,0,286,24.227272727272727,0,0,5,0,0,0,4,29.08333333333333,0,0,24.964285714285715,4,0,0,0,28.5,0,0,0,0,0,0,0,1678.3098969072166,4164.210526315789
0,0,146,0,0,0,184,0,0,0,0,0,0,10,0,0,0,8,0,16,0,22,0,0,0,62,8,0,0,0,53,52,0,12,0,6,2,411,0,0,0,31,0,0,0,138,0,0,94,0,377,0,0,90,0,120,0,0,36,0,0,24,8,0,24.566666666666663,0,16,0,0,0,2,340,0,233,21.0,0,0,8,0,0,0,2,26.444444444444443,0,0,24.0,2,0,0,0,24.15,0,0,8,0,0,0,0,1459.2377819548872,745.3545454545455
0,0,141,0,0,0,147,0,0,0,0,0,0,14,0,0,0,8,0,18,0,22,0,0,0,35,24,0,0,0,49,40,1,18,0,0,1,259,0,0,0,36,0,0,0,156,8,0,96,0,290,0,0,94,0,114,0,0,36,4,0,38,106,0,22.428571428571427,1,4,0,3,0,0,458,0,297,21.0625,0,0,5,0,0,0,4,24.58333333333333,4,0,23.681818181818183,6,0,0,0,22.0,0,0,0,0,0,0,0,2904.1719457013573,3193.093442622951
0,0,128,0,0,0,118,0,0,1,0,0,0,3,0,0,0,14,0,19,0,26,0,0,0,28,2,0,0,0,26,32,0,4,0,2,2,109,0,4,0,18,0,0,0,134,6,0,79,0,138,0,0,73,0,98,0,0,28,8,0,28,30,0,25.75,0,10,0,1,0,2,346,0,149,28.0,0,0,10,0,4,1,4,30.115384615384617,4,0,25.863636363636363,6,0,0,0,22.0,0,0,16,0,0,0,0,1882.246891651865,395.8
